Date,Type du train,Axe,Départ,Arrivée,Nombre de trains programmés,Nombre de trains annulés,Nombre de trains ayant circulé,Nombre de trains en retard à l'arrivée,Régularité (avec erreurs),Régularité,Commentaires,Comparaison moyenne
2015-10,TGV,Est,NANCY,PARIS EST,297,0,297,13,"95,6%","95,6%",,mieux
2015-10,TGV,Est,NANTES,STRASBOURG,45,0,45,1,"97,8%","97,8%",,mieux
2015-10,TGV,Atlantique,NANTES,PARIS MONTPARNASSE,576,1,575,53,"90,6%","90,6%",,mieux
2015-10,Intercité,Est Centre,NANTES,LYON PART DIEU,15,1,14,2,"80,0%","80,0%",,moins bien
2015-10,Intercité,Atlantique Méd.,NANTES,BORDEAUX ST JEAN,71,0,71,23,"67,6%","67,6%",,moins bien
2015-10,Intercité,Est Centre,NEVERS,PARIS BERCY,154,0,154,23,"85,1%","85,1%",,moins bien
2015-10,Intercité,Atlantique Méd.,NICE,BORDEAUX ST JEAN,183,13,170,48,"66,7%","66,7%",,moins bien
2015-10,TGV,Sud-Est,NICE VILLE,PARIS LYON,192,24,168,49,"62,0%","62,0%",Les intempéries qui ont frappé la Côte d'Azur début octobre ont impacté la régularité de cette relation.,moins bien
2015-10,TGV,Sud-Est,NIMES,PARIS LYON,338,0,338,55,"83,7%","83,7%",,moins bien
2015-10,Intercité,Est Centre,NÎMES,CLERMONT FERRAND,,0,0,,#DIV/0 !,,,mieux
2015-10,Intercité,Centre Sud-Ouest,ORLÉANS,PARIS AUSTERLITZ,367,2,365,45,"87,2%","87,2%",,moins bien
2015-10,Intercité,Centre Sud-Ouest,PARIS AUSTERLITZ,BOURGES,123,1,122,9,"91,9%","91,9%",,mieux
2015-10,Intercité,Centre Sud-Ouest,PARIS AUSTERLITZ,CERBERE,95,0,95,10,"89,5%","89,5%",,mieux
2015-10,Intercité,Centre Sud-Ouest,PARIS AUSTERLITZ,ORLÉANS,356,1,355,74,"78,9%","78,9%",,moins bien
2015-10,Intercité,Centre Sud-Ouest,PARIS AUSTERLITZ,TOURS,128,0,128,46,"64,1%","64,1%",,moins bien
2015-10,Intercité,Est Centre,PARIS BERCY,NEVERS,155,0,155,20,"87,1%","87,1%",,moins bien
2015-10,Intercité,Est Centre,PARIS BERCY,CLERMONT FERRAND,235,0,235,33,"86,0%","86,0%",,moins bien
2015-10,TGV,Est,PARIS EST,NANCY,293,0,293,10,"96,6%","96,6%",,mieux
2015-10,TGV,Est,PARIS EST,METZ,307,0,307,16,"94,8%","94,8%",,mieux
2015-10,Intercité,Est Centre,PARIS EST,TROYES,261,0,261,14,"94,6%","94,6%",,mieux
2015-10,TGV,Est,PARIS EST,STRASBOURG,444,0,444,29,"93,5%","93,5%",,mieux
2015-10,TGV,Est,PARIS EST,REIMS,213,0,213,17,"92,0%","92,0%",,mieux
2015-10,Intercité,Est Centre,PARIS EST,BELFORT,126,0,126,12,"90,5%","90,5%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,DIJON VILLE,465,0,465,23,"95,1%","95,1%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,MULHOUSE VILLE,302,0,302,15,"95,0%","95,0%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,BESANCON FRANCHE COMTE TGV,216,0,216,11,"94,9%","94,9%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,205,1,204,10,"94,6%","94,6%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,LYON PART DIEU,636,1,635,39,"93,7%","93,7%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,MACON LOCHE,212,1,211,13,"93,4%","93,4%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,MARSEILLE ST CHARLES,474,5,469,28,"93,0%","93,0%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,AVIGNON TGV,528,7,521,37,"91,7%","91,7%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,AIX EN PROVENCE TGV,460,6,454,34,"91,3%","91,3%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,VALENCE ALIXAN TGV,293,2,291,25,"90,8%","90,8%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,PERPIGNAN,166,1,165,15,"90,4%","90,4%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,120,0,120,12,"90,0%","90,0%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,MONTPELLIER,332,1,331,34,"89,5%","89,5%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,ANNECY,169,1,168,17,"89,3%","89,3%",,mieux
2015-10,TGV,Sud-Est,PARIS LYON,GRENOBLE,242,1,241,28,"88,0%","88,0%",,moins bien
2015-10,TGV,Sud-Est,PARIS LYON,NIMES,333,1,332,40,"87,7%","87,7%",,moins bien
2015-10,TGV,Sud-Est,PARIS LYON,BELLEGARDE (AIN),221,1,220,36,"83,3%","83,3%",,moins bien
2015-10,TGV,Sud-Est,PARIS LYON,CHAMBERY CHALLES LES EAUX,185,0,185,35,"81,1%","81,1%",,moins bien
2015-10,TGV,Sud-Est,PARIS LYON,TOULON,262,10,252,44,"79,4%","79,4%",,moins bien
2015-10,TGV,Sud-Est,PARIS LYON,NICE VILLE,197,23,174,36,"70,1%","70,1%",,moins bien
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,LA ROCHELLE VILLE,224,0,224,10,"95,5%","95,5%",,mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,POITIERS,512,0,512,23,"95,5%","95,5%",,mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,VANNES,224,0,224,13,"94,2%","94,2%","Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).",mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,BREST,224,0,224,13,"94,2%","94,2%","Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes). Enfin, un accident de personne à Brest le 16/10 retarde 3 TGV pour 255 minutes.",mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,BORDEAUX ST JEAN,653,1,652,37,"94,2%","94,2%",,mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,ANGOULEME,330,1,329,19,"93,9%","93,9%",,mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,ST PIERRE DES CORPS,460,0,460,31,"93,3%","93,3%",,mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,RENNES,551,0,551,38,"93,1%","93,1%","Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).",mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,LAVAL,229,0,229,16,"93,0%","93,0%","Cette ligne a été touchée par un incident majeur lié à l’alimentation électrique le 22/10 près du Mans affectant 82 trains pour 4852 minutes.  Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).",mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,LE MANS,451,0,451,33,"92,7%","92,7%",,mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,ANGERS SAINT LAUD,447,0,447,33,"92,6%","92,6%","Cette ligne a été touchée par un incident majeur affectant l'alimentation électrique le 22/10 : 82 trains ont été touchés pour un retard cumulé de 4852 minutes. Par ailleurs, un dérangement de signalisation sur la Ligne à Grande Vitesse le 2/10 retarde 14 TGV pour 524 minutes; même cause le 19/10 pour 12 TGV (279 minutes de retard en cumul). La défaillance d'un TER entre Sablé & Le Mans le 2/10 retarde également 12 trains pour 566 minutes & celle d'un train sur la Ligne à Grande Vitesse à Massy (en région parisienne) le 11/10 retarde 10 trains pour 222 minutes.",mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,ST MALO,100,2,98,6,"92,0%","92,0%",,mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,QUIMPER,201,0,201,17,"91,5%","91,5%","Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).",mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,NANTES,561,0,561,48,"91,4%","91,4%",,mieux
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,TOURS,194,0,194,24,"87,6%","87,6%",,moins bien
2015-10,TGV,Atlantique,PARIS MONTPARNASSE,TOULOUSE MATABIAU,156,4,152,35,"75,0%","75,0%","Deux incidents majeurs sont survenus sur cette ligne: le heurt d'un camion par un TER le 21/10 avec d'importantes perturbations jusqu'au 23/10 & la sortie de voie d'un train de travaux entre Marmande & Agen le 31/10  (10 TGV retardés 17' à 2h47). A noter également, une zone de travaux entre Agen & Marmande entraîne des pertes de temps. Par ailleurs, un dérangement affectant la voie entre Poitiers & Angoulême le 01/10 touche 13 trains pour 164 minutes,  un dérangement de signalisation sur la Ligne à Grande Vitesse le 02/10 retarde 14 TGV pour 524 minutes, même cause le 19/10 pour 12 TGV (279 minutes de retard cumulé).  De plus, le heurt d'un animal vers Futuroscope le 07/10 retarde 9 trains pour 219 minutes, une présomption de fuite de matières dangereuses sur un train de marchandises d'une autre entreprise de transport ferroviaire à Angoulême le 10/10 touche 15 trains pour 1151 minutes & la défaillance Matériel d'un train de marchandises d'une autre entreprise de transport ferroviaire à Libourne le 13/10 retarde 8 trains pour 249 minutes. Enfin, la défaillance Matériel d'un train sur la Ligne à Grande Vitesse à Massy (en région parisienne) le 11/10 retarde  10 trains pour 222 minutes.",moins bien
2015-10,TGV,Nord,PARIS NORD,DUNKERQUE,266,0,266,19,"92,9%","92,9%",,mieux
2015-10,TGV,Nord,PARIS NORD,ARRAS,317,0,317,25,"92,1%","92,1%",,mieux
2015-10,TGV,Nord,PARIS NORD,LILLE,632,3,629,49,"91,8%","91,8%",,mieux
2015-10,TGV,Nord,PARIS NORD,DOUAI,208,0,208,18,"91,3%","91,3%",,mieux
2015-10,Intercité,Nord-Normandie,PARIS NORD,MAUBEUGE,242,3,239,27,"87,6%","87,6%",,moins bien
2015-10,Intercité,Nord-Normandie,PARIS NORD,BOULOGNE,151,3,148,19,"85,4%","85,4%",,moins bien
2015-10,Intercité,Nord-Normandie,PARIS NORD,AMIENS,118,0,118,21,"82,2%","82,2%",,moins bien
2015-10,Intercité,Nord-Normandie,PARIS ST LAZARE,ROUEN,294,2,292,15,"94,2%","94,2%",,mieux
2015-10,Intercité,Nord-Normandie,PARIS ST LAZARE,TROUVILLE DEAUVILLE,84,0,84,6,"92,9%","92,9%",,mieux
2015-10,Intercité,Nord-Normandie,PARIS ST LAZARE,CAEN,215,1,214,23,"88,8%","88,8%",,mieux
2015-10,Intercité,Nord-Normandie,PARIS ST LAZARE,LE HAVRE,350,1,349,42,"87,7%","87,7%",,moins bien
2015-10,Intercité,Nord-Normandie,PARIS ST LAZARE,CHERBOURG,197,2,195,23,"87,3%","87,3%",,moins bien
2015-10,Intercité,Nord-Normandie,PARIS VAUGIRARD,GRANVILLE,99,1,98,6,"92,9%","92,9%",,mieux
2015-10,TGV,Sud-Est,PERPIGNAN,PARIS LYON,158,0,158,24,"84,8%","84,8%",,moins bien
2015-10,TGV,Atlantique,POITIERS,PARIS MONTPARNASSE,497,0,497,46,"90,7%","90,7%",,mieux
2015-10,TGV,Atlantique,QUIMPER,PARIS MONTPARNASSE,220,0,220,15,"93,2%","93,2%","Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).",mieux
2015-10,TGV,Est,REIMS,PARIS EST,206,0,206,11,"94,7%","94,7%",,mieux
2015-10,TGV,Atlantique,RENNES,PARIS MONTPARNASSE,568,0,568,46,"91,9%","91,9%","Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).",mieux
2015-10,TGV,Atlantique,RENNES,LYON PART DIEU,101,0,101,16,"84,2%","84,2%","Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des causes externes ont entraîné d’importants retards sur la Ligne à Grande vitesse entre Lyon & Paris : un colis suspect à bord d’un train en ligne le 1/10 (28 trains pour 559 minutes), le heurt d’un animal le 4/10 (38 trains pour 994 minutes) & un accident de personne vers Mâcon le 30/10 (17 trains pour 262 minutes). Enfin, des dérangements de signalisation ont ralenti les trains sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes), 19/10 (12 TGV pour 279 minutes) & 23/10 (43 trains pour 1018 minutes) ainsi qu’en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes).",moins bien
2015-10,Intercité,Nord-Normandie,ROUEN,PARIS ST LAZARE,287,1,286,20,"92,7%","92,7%",,mieux
2015-10,TGV,Sud-Est,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,112,0,112,19,"83,0%","83,0%",,moins bien
2015-10,TGV,Atlantique,ST MALO,PARIS MONTPARNASSE,101,2,99,5,"93,1%","93,1%","Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).",mieux
2015-10,TGV,Atlantique,ST PIERRE DES CORPS,PARIS MONTPARNASSE,436,0,436,67,"84,6%","84,6%",,moins bien
2015-10,TGV,Est,STRASBOURG,NANTES,43,1,42,3,"90,7%","90,7%",,mieux
2015-10,TGV,Est,STRASBOURG,PARIS EST,412,1,411,50,"87,6%","87,6%",,moins bien
2015-10,TGV,Sud-Est,TOULON,PARIS LYON,226,14,212,49,"72,1%","72,1%",Les intempéries qui ont frappé la Côte d'Azur début octobre ont impacté la régularité de cette relation.,moins bien
2015-10,Intercité,Atlantique Méd.,TOULOUSE MATABIAU,HENDAYE,86,0,86,4,"95,3%","95,3%",,mieux
2015-10,TGV,Atlantique,TOULOUSE MATABIAU,PARIS MONTPARNASSE,175,4,171,27,"82,3%","82,3%","Deux incidents majeurs sont survenus sur cette ligne: le heurt d'un camion par un TER le 21/10 avec d'importantes perturbations jusqu'au 23/10 & la sortie de voie d'un train de travaux entre Marmande & Agen le 31/10  (10 TGV retardés 17' à 2h47). A noter également, une zone de travaux entre Agen & Marmande entraîne des pertes de temps. Par ailleurs, un dérangement affectant la voie entre Poitiers & Angoulême le 01/10 touche 13 trains pour 164 minutes,  un dérangement de signalisation sur la Ligne à Grande Vitesse le 02/10 retarde 14 TGV pour 524 minutes, même cause le 19/10 pour 12 TGV (279 minutes de retard cumulé).  De plus, le heurt d'un animal vers Futuroscope le 07/10 retarde 9 trains pour 219 minutes, une présomption de fuite de matières dangereuses sur un train de marchandises d'une autre entreprise de transport ferroviaire à Angoulême le 10/10 touche 15 trains pour 1151 minutes & la défaillance Matériel d'un train de marchandises d'une autre entreprise de transport ferroviaire à Libourne le 13/10 retarde 8 trains pour 249 minutes. Enfin, la défaillance Matériel d'un train sur la Ligne à Grande Vitesse à Massy (en région parisienne) le 11/10 retarde  10 trains pour 222 minutes.",moins bien
2015-10,Intercité,Nord-Normandie,TOURS,CAEN,60,0,60,7,"88,3%","88,3%",,mieux
2015-10,Intercité,Centre Sud-Ouest,TOURS,PARIS AUSTERLITZ,124,0,124,15,"87,9%","87,9%",,moins bien
2015-10,TGV,Atlantique,TOURS,PARIS MONTPARNASSE,203,0,203,25,"87,7%","87,7%",,moins bien
2015-10,Intercité,Nord-Normandie,TROUVILLE DEAUVILLE,PARIS ST LAZARE,77,0,77,10,"87,0%","87,0%",,moins bien
2015-10,Intercité,Est Centre,TROYES,PARIS EST,236,0,236,25,"89,4%","89,4%",,mieux
2015-10,TGV,Sud-Est,VALENCE ALIXAN TGV,PARIS LYON,269,1,268,46,"82,5%","82,5%",,moins bien
2015-10,TGV,Atlantique,VANNES,PARIS MONTPARNASSE,229,0,229,15,"93,4%","93,4%","Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes).",mieux
2015-11,TGV,Sud-Est,AIX EN PROVENCE TGV,PARIS LYON,456,1,455,28,"93,6%","93,6%","Suite aux attentats du 13 novembre à Paris, une recrudescence d'alertes à la bombe et d'interventions des forces de l'ordre ont impacté la régularité des TGV",mieux
2015-11,Intercité,Nord-Normandie,AMIENS,PARIS NORD,118,1,117,31,"72,9%","72,9%",,moins bien
2015-11,TGV,Atlantique,ANGERS SAINT LAUD,PARIS MONTPARNASSE,453,0,453,34,"92,5%","92,5%",,mieux
2015-11,TGV,Atlantique,ANGOULEME,PARIS MONTPARNASSE,339,2,337,36,"88,8%","88,8%",,mieux
2015-11,TGV,Sud-Est,ANNECY,PARIS LYON,191,0,191,24,"87,4%","87,4%",,moins bien
2015-11,TGV,Nord,ARRAS,PARIS NORD,324,3,321,70,"77,5%","77,5%","On voit apparaître en ce mois de novembre une recrudescence de bagages abandonnés se transformant en colis suspect suite aux évènements tragiques survenus ce vendredi 13 (1 à 2 par jour au moins). A cela s'ajoute un grand nombre  de heurt d'animaux (exemple les 03, 06 et 24)  ainsi que d'accidents de personne (exemple les 07, 23 et 26).",moins bien
2015-11,TGV,Sud-Est,AVIGNON TGV,PARIS LYON,559,2,557,63,"88,4%","88,4%",,mieux
2015-11,Intercité,Est Centre,BELFORT,PARIS EST,111,0,111,20,"82,0%","82,0%",,moins bien
2015-11,TGV,Sud-Est,BELLEGARDE (AIN),PARIS LYON,234,0,234,24,"89,7%","89,7%",,mieux
2015-11,TGV,Sud-Est,BESANCON FRANCHE COMTE TGV,PARIS LYON,222,0,222,12,"94,6%","94,6%",,mieux
2015-11,Intercité,Est Centre,BÉZIERS,CLERMONT FERRAND,31,1,30,1,"93,5%","93,5%",,mieux
2015-11,Intercité,Est Centre,BORDEAUX ST JEAN,LIMOGES,16,0,16,1,"93,8%","93,8%",,mieux
2015-11,TGV,Atlantique,BORDEAUX ST JEAN,PARIS MONTPARNASSE,654,4,650,71,"88,5%","88,5%","Ce mois-ci, la liaison a été marquée par: Le 12: la présence d'une personne dans les voies à la sortie de la gare de Paris Montparnasse (29 TGV; 558mn) Le 13: un défaut de géométrie de la voie à Poitiers (32 TGV; 343mn) Le 15: le heurt d'un chevreuil vers Villeperdue (21 TGV; 635mn) Le 23: le heurt d'un animal sur la ligne grande vitesse vers Vendôme (37 TGV; 1074mn) Le 24: un colis suspect dans un train  à Bordeaux (20 TGV; 641mn) Le 29: un colis suspect à Paris Montparnasse (19 TGV; 221mn)",mieux
2015-11,Intercité,Atlantique Méd.,BORDEAUX ST JEAN,NANTES,74,4,70,7,"85,1%","85,1%",,moins bien
2015-11,Intercité,Atlantique Méd.,BORDEAUX ST JEAN,NICE,196,9,187,55,"67,3%","67,3%",,moins bien
2015-11,Intercité,Nord-Normandie,BOULOGNE,PARIS NORD,148,2,146,24,"82,4%","82,4%",,moins bien
2015-11,Intercité,Centre Sud-Ouest,BOURGES,PARIS AUSTERLITZ,119,0,119,30,"74,8%","74,8%",,moins bien
2015-11,TGV,Atlantique,BREST,PARIS MONTPARNASSE,223,0,223,9,"96,0%","96,0%",,mieux
2015-11,Intercité,Nord-Normandie,CAEN,TOURS,65,2,63,5,"89,2%","89,2%",,mieux
2015-11,Intercité,Nord-Normandie,CAEN,PARIS ST LAZARE,189,3,186,24,"85,7%","85,7%",,moins bien
2015-11,Intercité,Centre Sud-Ouest,CERBERE,PARIS AUSTERLITZ,94,1,93,19,"78,7%","78,7%",,moins bien
2015-11,TGV,Sud-Est,CHAMBERY CHALLES LES EAUX,PARIS LYON,194,0,194,29,"85,1%","85,1%",,moins bien
2015-11,Intercité,Nord-Normandie,CHERBOURG,PARIS ST LAZARE,189,2,187,41,"77,2%","77,2%",,moins bien
2015-11,Intercité,Est Centre,CLERMONT FERRAND,NÎMES,,0,0,,#DIV/0 !,,,mieux
2015-11,Intercité,Est Centre,CLERMONT FERRAND,BÉZIERS,32,2,30,1,"90,6%","90,6%",,mieux
2015-11,Intercité,Est Centre,CLERMONT FERRAND,PARIS BERCY,226,0,226,33,"85,4%","85,4%",,moins bien
2015-11,TGV,Sud-Est,DIJON VILLE,PARIS LYON,457,1,456,31,"93,0%","93,0%",,mieux
2015-11,TGV,Nord,DOUAI,PARIS NORD,198,1,197,48,"75,3%","75,3%","On voit apparaître en ce mois de novembre une recrudescence de bagages abandonnés se transformant en colis suspect suite aux évènements tragiques survenus ce vendredi 13 (1 à 2 par jour au moins). A cela s'ajoute un grand nombre  de heurt d'animaux (exemple les 03, 06 et 24)  ainsi que d'accidents de personne (exemple les 07, 23 et 26).",moins bien
2015-11,TGV,Nord,DUNKERQUE,PARIS NORD,251,3,248,31,"86,5%","86,5%",,moins bien
2015-11,Intercité,Nord-Normandie,GRANVILLE,PARIS VAUGIRARD,100,11,89,10,"79,0%","79,0%",,moins bien
2015-11,TGV,Sud-Est,GRENOBLE,PARIS LYON,234,0,234,17,"92,7%","92,7%",,mieux
2015-11,Intercité,Atlantique Méd.,HENDAYE,TOULOUSE MATABIAU,74,0,74,5,"93,2%","93,2%",,mieux
2015-11,TGV,Atlantique,LA ROCHELLE VILLE,PARIS MONTPARNASSE,218,0,218,10,"95,4%","95,4%",,mieux
2015-11,TGV,Atlantique,LAVAL,PARIS MONTPARNASSE,233,0,233,12,"94,8%","94,8%",,mieux
2015-11,TGV,Sud-Est,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,212,0,212,20,"90,6%","90,6%",,mieux
2015-11,Intercité,Nord-Normandie,LE HAVRE,PARIS ST LAZARE,335,4,331,34,"88,7%","88,7%",,mieux
2015-11,TGV,Atlantique,LE MANS,PARIS MONTPARNASSE,453,0,453,53,"88,3%","88,3%",,mieux
2015-11,TGV,Nord,LILLE,PARIS NORD,572,3,569,76,"86,2%","86,2%",,moins bien
2015-11,TGV,Nord,LILLE,LYON PART DIEU,298,0,298,46,"84,6%","84,6%",,moins bien
2015-11,TGV,Nord,LILLE,MARSEILLE ST CHARLES,209,0,209,39,"81,3%","81,3%",,moins bien
2015-11,Intercité,Est Centre,LIMOGES,BORDEAUX ST JEAN,30,0,30,2,"93,3%","93,3%",,mieux
2015-11,TGV,Sud-Est,LYON PART DIEU,PARIS LYON,634,2,632,43,"92,9%","92,9%",,mieux
2015-11,Intercité,Est Centre,LYON PART DIEU,NANTES,70,3,67,4,"90,0%","90,0%",,mieux
2015-11,TGV,Sud-Est,LYON PART DIEU,MARSEILLE ST CHARLES,591,0,591,113,"80,9%","80,9%",,moins bien
2015-11,TGV,Sud-Est,LYON PART DIEU,MONTPELLIER,357,2,355,69,"80,1%","80,1%","Suite aux attentats du 13 novembre à Paris, une recrudescence d'alertes à la bombe et d'interventions des forces de l'ordre ont impacté la régularité des TGV",moins bien
